ID,TipoConstrução,Zoneamento,FrenteLote,AreaLote,Rua,ConfigLote,Vizinhanca,TipoImovel,EstiloCasa,QualidadeGeral,CondicaoGeral,AnoConstrucao,AnoReforma,QualidadeExterior,CondicaoExterior,Fundacao,QualiPorao,CondiPorao,AreaTotalPorao,AreaHabitavel,NumeroQuarto,NumeroCozinha,TotalComodos,NumeroVagas,AreaVagas,AnoVenda,PrecoVenda
295,20,Residencial_Baixa,80.0,9600,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,5,1953,1953,Media,Media,Blocos de Concreto,Media,Media,1416.0,1644,3,1,7,2.0,418.0,2009,167000.0
296,80,Residencial_Baixa,37.0,7937,Pavimentada,Fim de Rua,Mitchel,Casa Unifamiliar,Nivel Dividido,6,6,1984,1984,Media,Media,Blocos de Concreto,Media,Media,1003.0,1003,3,1,6,2.0,588.0,2006,142500.0
297,50,Residencial_Media,75.0,13710,Pavimentada,Interno,IDOTRR,Casa Unifamiliar,Um e Meio Andar Finalizado,5,5,1950,1950,Media,Media,Blocos de Concreto,Media,Media,910.0,1558,4,1,6,1.0,282.0,2007,152000.0
298,60,Residencial_Alta_Vila,66.0,7399,Pavimentada,Interno,Somerst,Casa Unifamiliar,Dois Andar,7,5,1997,1998,Boa,Media,Concreto Vazado,Boa,Media,975.0,1950,3,1,7,2.0,576.0,2007,239000.0
299,60,Residencial_Baixa,90.0,11700,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Dois Andar,6,6,1968,1968,Boa,Media,Blocos de Concreto,Media,Media,702.0,1743,3,1,7,2.0,539.0,2007,175000.0
300,20,Residencial_Baixa,80.0,14000,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Um Andar,6,8,1950,2004,Media,Boa,Blocos de Concreto,Media,Media,1092.0,1152,3,1,6,1.0,300.0,2009,158500.0
301,190,Residencial_Baixa,90.0,15750,Pavimentada,Esquina,Crawfor,Conversao duas familias,Um Andar,5,5,1953,1953,Media,Media,Blocos de Concreto,Media,Media,1165.0,1336,2,1,5,1.0,375.0,2006,157000.0
302,60,Residencial_Baixa,66.0,16226,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,8,5,1998,1999,Boa,Media,Concreto Vazado,Boa,Media,1028.0,2452,4,1,9,2.0,683.0,2007,267000.0
303,20,Residencial_Baixa,118.0,13704,Pavimentada,Esquina,CollgCr,Casa Unifamiliar,Um Andar,7,5,2001,2002,Boa,Media,Concreto Vazado,Boa,Media,1541.0,1541,3,1,6,3.0,843.0,2006,205000.0
304,20,Residencial_Baixa,70.0,9800,Pavimentada,Esquina,CollgCr,Casa Unifamiliar,Um Andar,5,7,1972,1972,Media,Media,Concreto Vazado,Media,Media,894.0,894,3,1,5,2.0,552.0,2006,149900.0
305,75,Residencial_Media,87.0,18386,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois e Meio Andar Finalizado,7,9,1880,2002,Media,Media,Tijolos e Pedra,Media,Media,1470.0,3493,3,1,10,3.0,870.0,2008,295000.0
306,20,Residencial_Baixa,80.0,10386,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,8,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,2000.0,2000,3,1,8,3.0,888.0,2007,305900.0
307,60,Residencial_Baixa,116.0,13474,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,7,5,1990,1991,Boa,Media,Blocos de Concreto,Boa,Media,700.0,2243,4,1,8,3.0,746.0,2007,225000.0
308,50,Residencial_Media,,7920,Pavimentada,Interno,IDOTRR,Casa Unifamiliar,Um e Meio Andar Finalizado,6,7,1920,1950,Media,Razoavel,Blocos de Concreto,Media,Media,319.0,1406,3,1,6,0.0,0.0,2008,89500.0
309,30,Residencial_Baixa,,12342,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,4,5,1940,1950,Media,Media,Blocos de Concreto,Media,Media,861.0,861,1,1,4,2.0,539.0,2009,82500.0
311,60,Residencial_Baixa,,7685,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,1993,1994,Media,Media,Concreto Vazado,Boa,Media,697.0,1501,3,1,6,2.0,420.0,2006,165600.0
312,20,Residencial_Baixa,50.0,8000,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,6,1948,2002,Media,Boa,Blocos de Concreto,Media,Media,972.0,972,2,1,5,1.0,240.0,2009,132000.0
313,190,Residencial_Media,65.0,7800,Pavimentada,Interno,OldTown,Conversao duas familias,Um e Meio Andar Finalizado,5,7,1939,1950,Media,Media,Blocos de Concreto,Boa,Media,793.0,1118,3,1,5,2.0,410.0,2006,119900.0
315,70,Residencial_Media,60.0,9600,Pavimentada,Interno,OldTown,Casa Unifamiliar,Dois Andar,7,7,1925,1990,Media,Media,Tijolos e Pedra,Media,Boa,728.0,1641,3,1,6,2.0,546.0,2006,178000.0
316,60,Residencial_Baixa,71.0,7795,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,7,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,716.0,1432,3,1,6,2.0,432.0,2009,188500.0
317,60,Residencial_Baixa,94.0,13005,Pavimentada,Esquina,NWAmes,Casa Unifamiliar,Dois Andar,7,7,1980,1980,Boa,Media,Blocos de Concreto,Boa,Media,845.0,2353,4,1,10,2.0,484.0,2009,260000.0
318,60,Residencial_Alta_Vila,75.0,9000,Pavimentada,Interno,Somerst,Casa Unifamiliar,Dois Andar,8,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Media,1088.0,1959,3,1,8,3.0,1025.0,2007,270000.0
319,60,Residencial_Baixa,90.0,9900,Pavimentada,Interno,NoRidge,Casa Unifamiliar,Dois Andar,7,5,1993,1993,Boa,Media,Concreto Vazado,Boa,Media,1347.0,2646,4,1,9,3.0,656.0,2009,260000.0
320,80,Residencial_Baixa,,14115,Pavimentada,Interno,NWAmes,Casa Unifamiliar,Nivel Dividido,7,5,1980,1980,Media,Media,Blocos de Concreto,Boa,Media,1372.0,1472,3,1,6,2.0,588.0,2009,187500.0
323,60,Residencial_Baixa,86.0,10380,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Dois Andar,7,5,1986,1987,Boa,Media,Blocos de Concreto,Media,Media,1502.0,2730,4,1,8,2.0,576.0,2007,301000.0
324,20,Residencial_Media,49.0,5820,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um Andar,3,8,1955,2005,Media,Boa,Blocos de Concreto,Media,Media,1162.0,1163,3,1,6,1.0,220.0,2006,126175.0
325,80,Residencial_Baixa,96.0,11275,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Nivel Dividido,7,7,1967,2007,Boa,Boa,Blocos de Concreto,Boa,Media,710.0,2978,5,1,11,2.0,564.0,2010,242000.0
326,45,Residencial_Media,50.0,5000,Pavimentada,Interno,IDOTRR,Casa Unifamiliar,Um e Meio Andar Inacabado,5,6,1941,1950,Media,Media,Blocos de Concreto,Media,Media,720.0,803,2,1,5,2.0,360.0,2007,87000.0
327,120,Residencial_Baixa,32.0,10846,Pavimentada,Fim de Rua,Veenker,Casa Geminada - final fileira,Um Andar,8,5,1993,1993,Boa,Media,Concreto Vazado,Boa,Media,1719.0,1719,1,1,6,2.0,473.0,2008,324000.0
328,20,Residencial_Baixa,80.0,11600,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,5,1960,1960,Media,Media,Blocos de Concreto,Media,Media,1383.0,1383,3,1,7,1.0,292.0,2006,145250.0
329,75,Residencial_Baixa,,11888,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Dois e Meio Andar Inacabado,6,6,1916,1994,Media,Media,Tijolos e Pedra,Media,Media,844.0,2134,5,1,10,2.0,441.0,2009,214500.0
330,70,Residencial_Media,60.0,6402,Pavimentada,Esquina,IDOTRR,Casa Unifamiliar,Dois Andar,5,5,1920,1950,Media,Media,Concreto Vazado,Media,Media,596.0,1192,3,1,6,1.0,189.0,2009,78000.0
331,90,Residencial_Baixa,,10624,Pavimentada,Interno,NAmes,Duplex,Um Andar,5,4,1964,1964,Media,Media,Blocos de Concreto,Media,Media,1728.0,1728,6,2,10,1.0,352.0,2007,119000.0
332,20,Residencial_Baixa,70.0,8176,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,6,1958,1992,Media,Media,Blocos de Concreto,Media,Media,1056.0,1056,3,1,6,1.0,308.0,2007,139000.0
333,20,Residencial_Baixa,85.0,10655,Pavimentada,Interno,NridgHt,Casa Unifamiliar,Um Andar,8,5,2003,2004,Boa,Media,Concreto Vazado,Boa,Media,3206.0,1629,3,1,7,3.0,880.0,2009,284000.0
334,120,Residencial_Media,59.0,8198,Pavimentada,Frente Tripla,NridgHt,Casa Geminada - final fileira,Um Andar,7,5,2004,2004,Boa,Media,Concreto Vazado,Boa,Media,1358.0,1358,2,1,6,2.0,484.0,2008,207000.0
335,60,Residencial_Baixa,59.0,9042,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,1998,1998,Media,Media,Concreto Vazado,Boa,Media,943.0,1638,3,1,7,2.0,472.0,2008,192000.0
336,190,Residencial_Baixa,,164660,Terra,Esquina,Timber,Conversao duas familias,Um e Meio Andar Finalizado,5,6,1965,1965,Media,Media,Blocos de Concreto,Media,Media,1499.0,1786,3,1,7,2.0,529.0,2008,228950.0
338,20,Residencial_Baixa,70.0,9135,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2002,2003,Boa,Media,Concreto Vazado,Boa,Media,1536.0,1536,3,1,7,2.0,532.0,2008,214000.0
339,20,Residencial_Baixa,91.0,14145,Pavimentada,Esquina,NWAmes,Casa Unifamiliar,Um Andar,7,7,1984,1998,Boa,Media,Blocos de Concreto,Boa,Media,1208.0,1621,3,1,8,2.0,440.0,2006,202500.0
340,20,Residencial_Baixa,66.0,12400,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,7,1958,1998,Media,Media,Blocos de Concreto,Media,Razoavel,1215.0,1215,3,1,6,1.0,297.0,2009,155000.0
341,60,Residencial_Baixa,85.0,14191,Pavimentada,Interno,Timber,Casa Unifamiliar,Dois Andar,8,5,2002,2002,Boa,Media,Concreto Vazado,Boa,Media,967.0,1908,4,1,9,2.0,431.0,2010,202900.0
342,20,Residencial_Alta_Apartamento,60.0,8400,Pavimentada,Interno,SawyerW,Casa Unifamiliar,Um Andar,4,4,1950,1950,Razoavel,Razoavel,Blocos de Concreto,Media,Razoavel,721.0,841,2,1,4,1.0,294.0,2009,82000.0
343,90,Residencial_Baixa,,8544,Pavimentada,Interno,NAmes,Duplex,Um Andar,3,4,1949,1950,Media,Media,Laje,,,0.0,1040,2,2,6,2.0,400.0,2006,87500.0
344,120,Residencial_Baixa,63.0,8849,Pavimentada,Interno,NridgHt,Casa Geminada - final fileira,Um Andar,9,5,2005,2005,Excelente,Media,Concreto Vazado,Excelente,Media,1684.0,1684,2,1,6,2.0,564.0,2008,266000.0
345,160,Residencial_Media,36.0,2592,Pavimentada,Interno,MeadowV,Casa Geminada - final fileira,Dois Andar,5,3,1976,1976,Media,Media,Blocos de Concreto,Boa,Media,536.0,1112,3,1,4,1.0,336.0,2010,85000.0
346,50,Residencial_Baixa,65.0,6435,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um e Meio Andar Finalizado,6,5,1939,1950,Media,Media,Tijolos e Pedra,Media,Media,972.0,1577,3,1,6,1.0,312.0,2006,140200.0
347,20,Residencial_Baixa,,12772,Pavimentada,Fim de Rua,NAmes,Casa Unifamiliar,Um Andar,6,8,1960,1998,Media,Boa,Blocos de Concreto,Media,Media,958.0,958,2,1,5,1.0,301.0,2007,151500.0
348,20,Residencial_Baixa,,17600,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,5,1960,1960,Media,Media,Blocos de Concreto,Media,Media,1478.0,1478,3,1,6,2.0,498.0,2009,157500.0
349,160,Residencial_Baixa,36.0,2448,Pavimentada,Interno,NridgHt,Casa Geminada - meio de fileira,Dois Andar,7,5,2003,2004,Boa,Media,Concreto Vazado,Boa,Media,764.0,1626,2,1,6,2.0,474.0,2008,154000.0
351,120,Residencial_Baixa,68.0,7820,Pavimentada,Interno,NridgHt,Casa Geminada - final fileira,Um Andar,9,5,2007,2007,Excelente,Media,Concreto Vazado,Excelente,Media,1869.0,1869,2,1,6,2.0,617.0,2007,318061.0
352,120,Residencial_Baixa,,5271,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Um Andar,7,5,1986,1986,Media,Media,Concreto Vazado,Boa,Media,1453.0,1453,2,1,6,2.0,445.0,2006,190000.0
353,50,Residencial_Baixa,60.0,9084,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1941,1950,Media,Media,Blocos de Concreto,Media,Razoavel,616.0,1111,3,1,5,1.0,200.0,2008,95000.0
354,30,Residencial_Media,60.0,8520,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um Andar,6,8,1928,2003,Media,Boa,Tijolos e Pedra,Media,Media,624.0,720,2,1,5,2.0,484.0,2010,105900.0
355,50,Residencial_Baixa,60.0,8400,Pavimentada,Interno,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,6,5,1940,2000,Media,Media,Blocos de Concreto,Media,Media,940.0,1595,2,1,6,1.0,240.0,2006,140000.0
356,20,Residencial_Baixa,105.0,11249,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,6,5,1995,1995,Boa,Boa,Concreto Vazado,Boa,Boa,1200.0,1200,3,1,6,2.0,521.0,2007,177500.0
357,20,Residencial_Baixa,,9248,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Um Andar,6,6,1992,1992,Media,Media,Concreto Vazado,Boa,Media,1158.0,1167,3,1,6,2.0,400.0,2009,173000.0
358,120,Residencial_Media,44.0,4224,Pavimentada,Interno,MeadowV,Casa Geminada - final fileira,Um Andar,5,5,1976,1976,Media,Media,Concreto Vazado,Boa,Media,1142.0,1142,3,1,6,2.0,528.0,2007,134000.0
359,80,Residencial_Baixa,92.0,6930,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Nivel Dividido,5,4,1958,1958,Media,Media,Blocos de Concreto,Media,Media,1062.0,1352,3,1,6,1.0,288.0,2006,130000.0
360,60,Residencial_Baixa,78.0,12011,Pavimentada,Fim de Rua,NoRidge,Casa Unifamiliar,Dois Andar,8,5,1998,1998,Boa,Media,Concreto Vazado,Boa,Media,1086.0,1924,3,1,7,2.0,592.0,2006,280000.0
361,85,Residencial_Baixa,,7540,Pavimentada,Fim de Rua,Mitchel,Casa Unifamiliar,Foyer Dividido,6,6,1978,1978,Media,Media,Blocos de Concreto,Boa,Media,888.0,912,2,1,5,2.0,470.0,2007,156000.0
362,50,Residencial_Baixa,,9144,Pavimentada,Interno,BrkSide,Casa Unifamiliar,Um e Meio Andar Finalizado,5,5,1940,1982,Media,Media,Blocos de Concreto,Media,Media,883.0,1505,3,1,8,1.0,240.0,2008,145000.0
363,85,Residencial_Baixa,64.0,7301,Pavimentada,Esquina,Edwards,Casa Unifamiliar,Foyer Dividido,7,5,2003,2003,Boa,Media,Laje,,,0.0,1922,4,1,7,2.0,672.0,2009,198500.0
364,160,Residencial_Media,21.0,1680,Pavimentada,Interno,BrDale,Casa Geminada - meio de fileira,Dois Andar,6,8,1972,2007,Media,Media,Blocos de Concreto,Media,Media,483.0,987,2,1,5,1.0,264.0,2009,118000.0
365,60,Residencial_Baixa,,18800,Pavimentada,Frente Dupla,NWAmes,Casa Unifamiliar,Dois Andar,6,5,1976,1976,Media,Media,Concreto Vazado,Boa,Media,796.0,1574,3,1,6,2.0,566.0,2006,190000.0
366,70,Residencial_Media,59.0,10690,Pavimentada,Interno,IDOTRR,Casa Unifamiliar,Dois Andar,5,7,1920,1997,Media,Boa,Blocos de Concreto,Media,Razoavel,672.0,1344,3,1,6,1.0,468.0,2009,147000.0
367,20,Residencial_Baixa,,9500,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,6,5,1963,1963,Media,Media,Blocos de Concreto,Boa,Media,1394.0,1394,3,1,6,2.0,514.0,2009,159000.0
368,80,Residencial_Baixa,101.0,9150,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Nivel Dividido,6,5,1962,1962,Media,Media,Blocos de Concreto,Boa,Media,1099.0,1431,3,1,6,1.0,296.0,2008,165000.0
369,20,Residencial_Baixa,78.0,7800,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,6,1954,1954,Media,Media,Concreto Vazado,Media,Media,1268.0,1268,2,1,7,1.0,244.0,2010,132000.0
370,20,Residencial_Baixa,,9830,Pavimentada,Esquina,NAmes,Casa Unifamiliar,Um Andar,5,7,1959,2006,Media,Boa,Blocos de Concreto,Media,Media,1063.0,1287,3,1,7,2.0,576.0,2010,162000.0
371,60,Residencial_Baixa,,8121,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,2000,2000,Media,Media,Concreto Vazado,Boa,Media,953.0,1664,3,1,7,2.0,460.0,2006,172400.0
372,50,Residencial_Baixa,80.0,17120,Pavimentada,Interno,ClearCr,Casa Unifamiliar,Um e Meio Andar Finalizado,4,4,1959,1959,Media,Media,Blocos de Concreto,,,0.0,1588,4,1,7,2.0,680.0,2008,134432.0
373,120,Residencial_Baixa,50.0,7175,Pavimentada,Interno,SawyerW,Casa Geminada - final fileira,Um Andar,6,5,1984,1984,Media,Media,Blocos de Concreto,Boa,Media,744.0,752,2,1,4,1.0,264.0,2010,125000.0
374,20,Residencial_Baixa,79.0,10634,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,6,1953,1953,Media,Media,Concreto Vazado,Media,Media,608.0,1319,3,1,5,1.0,270.0,2009,123000.0
375,60,Residencial_Baixa,65.0,8200,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2003,2004,Boa,Media,Concreto Vazado,Boa,Media,847.0,1928,4,1,8,2.0,434.0,2007,219500.0
376,30,Residencial_Baixa,,10020,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,1,1,1922,1950,Razoavel,Razoavel,Tijolos e Pedra,Razoavel,Pobre,683.0,904,1,1,4,0.0,0.0,2009,61000.0
377,85,Residencial_Baixa,57.0,8846,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Foyer Dividido,5,5,1996,1996,Boa,Media,Concreto Vazado,Boa,Media,870.0,914,2,1,5,2.0,576.0,2006,148000.0
378,60,Residencial_Alta_Vila,102.0,11143,Pavimentada,Esquina,Somerst,Casa Unifamiliar,Dois Andar,8,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,1580.0,2466,4,1,8,2.0,610.0,2007,340000.0
380,60,Residencial_Baixa,60.0,8123,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,2000,2000,Media,Media,Concreto Vazado,Boa,Media,982.0,1800,3,1,7,2.0,463.0,2009,179000.0
381,50,Residencial_Baixa,50.0,5000,Pavimentada,Interno,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1924,1950,Media,Media,Tijolos e Pedra,Media,Media,1026.0,1691,3,1,6,1.0,308.0,2010,127000.0
382,20,Residencial_Alta_Vila,60.0,7200,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,7,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Boa,1293.0,1301,2,1,5,2.0,572.0,2006,187750.0
383,60,Residencial_Baixa,79.0,9245,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Dois Andar,7,5,2006,2006,Boa,Media,Concreto Vazado,Boa,Media,939.0,1797,3,1,8,2.0,639.0,2007,213500.0
384,45,Residencial_Alta_Apartamento,60.0,9000,Pavimentada,Esquina,SawyerW,Casa Unifamiliar,Um e Meio Andar Inacabado,6,3,1928,1950,Media,Media,Tijolos e Pedra,Razoavel,Razoavel,784.0,784,2,1,5,2.0,360.0,2009,76000.0
385,60,Residencial_Baixa,,53107,Pavimentada,Esquina,ClearCr,Casa Unifamiliar,Dois Andar,6,5,1992,1992,Boa,Media,Concreto Vazado,Boa,Media,1580.0,1953,3,1,9,2.0,501.0,2007,240000.0
386,120,Residencial_Baixa,43.0,3182,Pavimentada,Interno,Blmngtn,Casa Geminada - final fileira,Um Andar,8,5,2004,2005,Boa,Media,Concreto Vazado,Boa,Media,1256.0,1269,2,1,6,2.0,430.0,2010,192000.0
387,50,Residencial_Baixa,58.0,8410,Pavimentada,Frente Dupla,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,3,1910,1996,Media,Razoavel,Concreto Vazado,Media,Media,658.0,1184,5,1,8,0.0,0.0,2006,81000.0
388,80,Residencial_Baixa,72.0,7200,Pavimentada,Interno,Edwards,Casa Unifamiliar,Nivel Dividido,6,6,1976,1976,Media,Media,Blocos de Concreto,Media,Media,1041.0,1125,3,1,6,1.0,352.0,2009,125000.0
389,20,Residencial_Baixa,93.0,9382,Pavimentada,Fim de Rua,CollgCr,Casa Unifamiliar,Um Andar,7,5,1999,2000,Boa,Media,Concreto Vazado,Boa,Media,1468.0,1479,3,1,6,2.0,577.0,2008,191000.0
391,50,Residencial_Baixa,50.0,8405,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um e Meio Andar Finalizado,5,8,1900,1950,Media,Media,Tijolos e Pedra,Media,Boa,861.0,1367,4,1,7,1.0,384.0,2008,119000.0
392,60,Residencial_Baixa,71.0,12209,Pavimentada,Fim de Rua,Mitchel,Casa Unifamiliar,Dois Andar,6,5,2001,2002,Media,Media,Concreto Vazado,Excelente,Media,804.0,1961,3,1,7,2.0,560.0,2009,215000.0
393,20,Residencial_Baixa,,8339,Pavimentada,Interno,NAmes,Casa Unifamiliar,Um Andar,5,7,1959,1959,Media,Media,Laje,,,0.0,882,3,1,5,1.0,294.0,2007,106500.0
394,30,Residencial_Baixa,,7446,Pavimentada,Esquina,BrkSide,Casa Unifamiliar,Um Andar,4,5,1941,1950,Media,Media,Blocos de Concreto,Media,Media,788.0,788,2,1,4,0.0,0.0,2006,100000.0
395,50,Residencial_Baixa,60.0,10134,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um e Meio Andar Finalizado,5,6,1940,1950,Media,Media,Blocos de Concreto,Media,Media,735.0,1034,2,1,5,1.0,240.0,2007,109000.0
396,20,Residencial_Baixa,68.0,9571,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,5,6,1956,1956,Media,Media,Blocos de Concreto,Media,Media,1144.0,1144,3,1,6,1.0,596.0,2010,129000.0
397,20,Residencial_Baixa,60.0,7200,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,5,5,1972,1972,Media,Media,Blocos de Concreto,Media,Media,894.0,894,2,1,6,2.0,600.0,2009,123000.0
398,60,Residencial_Baixa,69.0,7590,Pavimentada,Interno,NAmes,Casa Unifamiliar,Dois Andar,5,5,1962,1962,Media,Media,Blocos de Concreto,Media,Media,864.0,1812,4,1,8,1.0,264.0,2007,169500.0
399,30,Residencial_Media,60.0,8967,Pavimentada,Esquina,IDOTRR,Casa Unifamiliar,Um Andar,5,2,1920,1950,Media,Razoavel,Tijolos e Pedra,Razoavel,Pobre,961.0,1077,2,1,6,1.0,338.0,2007,67000.0
400,60,Residencial_Alta_Vila,65.0,8125,Pavimentada,Interno,Somerst,Casa Unifamiliar,Dois Andar,7,5,2006,2007,Boa,Media,Concreto Vazado,Boa,Media,1092.0,1550,2,1,7,2.0,438.0,2009,241000.0
401,120,Residencial_Baixa,38.0,14963,Pavimentada,Interno,Veenker,Casa Geminada - final fileira,Um Andar,8,5,1996,1996,Boa,Media,Concreto Vazado,Boa,Media,1260.0,1288,1,1,4,2.0,500.0,2008,245500.0
402,20,Residencial_Baixa,65.0,8767,Pavimentada,Interno,CollgCr,Casa Unifamiliar,Um Andar,7,5,2005,2005,Boa,Media,Concreto Vazado,Boa,Media,1310.0,1310,3,1,6,2.0,400.0,2006,164990.0
403,30,Residencial_Baixa,60.0,10200,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Um Andar,5,8,1940,1997,Media,Media,Concreto Vazado,Media,Media,672.0,672,2,1,4,1.0,240.0,2008,108000.0
404,60,Residencial_Baixa,93.0,12090,Pavimentada,Esquina,NoRidge,Casa Unifamiliar,Dois Andar,8,5,1998,1998,Boa,Media,Concreto Vazado,Boa,Media,1141.0,2263,4,1,10,2.0,420.0,2006,258000.0
405,60,Residencial_Baixa,,10364,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Dois Andar,6,5,1995,1996,Media,Media,Concreto Vazado,Boa,Media,806.0,1572,3,1,7,2.0,373.0,2007,168000.0
406,20,Residencial_Baixa,,9991,Pavimentada,Esquina,Sawyer,Casa Unifamiliar,Um Andar,4,4,1976,1993,Media,Media,Blocos de Concreto,Media,Media,1281.0,1620,3,1,8,2.0,490.0,2009,150000.0
407,50,Residencial_Baixa,51.0,10480,Pavimentada,Interno,SWISU,Casa Unifamiliar,Um e Meio Andar Finalizado,6,5,1936,1950,Media,Media,Tijolos e Pedra,Media,Media,1064.0,1639,3,1,6,1.0,240.0,2008,115000.0
408,70,Residencial_Baixa,63.0,15576,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois Andar,6,7,1915,1976,Media,Media,Tijolos e Pedra,Boa,Media,840.0,1680,4,1,8,1.0,308.0,2008,177000.0
409,60,Residencial_Baixa,109.0,14154,Pavimentada,Esquina,NridgHt,Casa Unifamiliar,Dois Andar,7,5,2006,2006,Boa,Media,Concreto Vazado,Excelente,Boa,1063.0,2172,3,1,9,3.0,947.0,2007,280000.0
410,60,Residencial_Alta_Vila,85.0,10800,Pavimentada,Interno,Somerst,Casa Unifamiliar,Dois Andar,8,5,2007,2008,Boa,Media,Concreto Vazado,Excelente,Media,1034.0,2078,3,1,8,3.0,836.0,2008,339750.0
411,20,Residencial_Baixa,68.0,9571,Pavimentada,Interno,Edwards,Casa Unifamiliar,Um Andar,5,3,1958,1958,Media,Razoavel,Blocos de Concreto,Media,Razoavel,1276.0,1276,3,1,5,1.0,350.0,2009,60000.0
412,190,Residencial_Baixa,100.0,34650,Pavimentada,Interno,Gilbert,Conversao duas familias,Um Andar,5,5,1955,1955,Media,Media,Blocos de Concreto,Media,Media,1056.0,1056,3,1,5,2.0,572.0,2006,145000.0
413,20,Residencial_Alta_Vila,,4403,Pavimentada,Interno,Somerst,Casa Unifamiliar,Um Andar,7,5,2009,2009,Excelente,Media,Concreto Vazado,Excelente,Media,1470.0,1478,2,1,7,2.0,484.0,2010,222000.0
414,30,Residencial_Media,56.0,8960,Pavimentada,Interno,OldTown,Casa Unifamiliar,Um Andar,5,6,1927,1950,Media,Media,Blocos de Concreto,Media,Media,1008.0,1028,2,1,5,2.0,360.0,2010,115000.0
415,60,Residencial_Baixa,59.0,11228,Pavimentada,Fim de Rua,SawyerW,Casa Unifamiliar,Dois Andar,7,5,1993,1993,Boa,Media,Concreto Vazado,Boa,Media,1080.0,2097,3,1,9,3.0,678.0,2008,228000.0
416,20,Residencial_Baixa,73.0,8899,Pavimentada,Interno,Gilbert,Casa Unifamiliar,Um Andar,7,5,2007,2007,Boa,Media,Concreto Vazado,Boa,Media,1340.0,1340,3,1,6,2.0,396.0,2007,181134.0
417,60,Residencial_Baixa,74.0,7844,Pavimentada,Interno,Sawyer,Casa Unifamiliar,Dois Andar,6,7,1978,1978,Media,Media,Blocos de Concreto,Media,Media,672.0,1400,3,1,6,2.0,440.0,2006,149500.0
418,70,Residencial_Baixa,86.0,22420,Pavimentada,Interno,Crawfor,Casa Unifamiliar,Dois Andar,6,6,1918,1950,Media,Media,Tijolos e Pedra,Boa,Media,1370.0,2624,4,1,10,3.0,864.0,2007,239000.0
